epoch,acc,loss,val_acc,val_loss
64,0.6781845414371525,0.8659695842978706,0.6421008766544466,0.9804239101133416
65,0.6792643421923439,0.8638217936651207,0.6373641811774181,0.9841702564064944
66,0.6786721933898708,0.8659121050053685,0.6387573267032456,0.9769514972982655
67,0.6804138075178446,0.8593165110825886,0.6401504724470478,0.9775225312396361
68,0.6843498554470655,0.8615282325478215,0.6423795057305488,0.9808560631036297
69,0.6833397192528406,0.8606523274005097,0.6376428102742798,0.9748798408982801
70,0.6855341530551258,0.8536268885703939,0.6380607541427369,0.9772271610444578
71,0.6836532097948379,0.8524514588842472,0.6422401910004725,0.9778832017624941
72,0.6834093838169215,0.8515559746834663,0.6394538997204631,0.9803355226802333
73,0.6833397192559549,0.8561758056919861,0.6437726514535915,0.9776799509241579
74,0.6846285137106555,0.8523614690169183,0.6391752707481584,0.979777140892273
75,0.6870319412051832,0.8487391718864241,0.6400111581217814,0.9791646720396495
76,0.6819812602340591,0.8543808809322118,0.6366676083885551,0.9824668336773847
77,0.6855689853376852,0.8518573378685305,0.6397325289211223,0.9793904406081093
78,0.6838622034912328,0.8470001908619911,0.6418222474122686,0.97943140254801
79,0.6876589222891776,0.8490521069056164,0.6432153933013871,0.9745963595582572
80,0.6830262287129196,0.8508708897236228,0.6398718436200594,0.9812750504183482
81,0.6860914695750393,0.8456410865781366,0.6384786977828396,0.9792457365526385
82,0.684001532624585,0.8507254717844881,0.6430760786854879,0.9777398150735741
83,0.6832700546877217,0.8482781874232043,0.6437726514951104,0.9794191895343424
84,0.690097182069379,0.8447688447050118,0.6386180121807642,0.9770122170949126
85,0.688111741964527,0.8462633580564227,0.6432153932598681,0.9782106038387974
86,0.6880769096809294,0.8388779237894949,0.6439119661110096,0.977714985653428
87,0.688843219898276,0.8390541959954527,0.6451657971454949,0.9773144934896777
88,0.6894005364213037,0.8388402595731457,0.6443299097407326,0.9793499817920698
89,0.6883555679445195,0.8382732108919975,0.6391752707273989,0.9927635040914229
90,0.6905500017457664,0.8352389220716545,0.644051280394757,0.9784515424649441
91,0.6895746978299488,0.8366673178419333,0.6425188204191062,0.9775351118106954
92,0.6881814065280888,0.8360098746840311,0.6466982574844367,0.9755744798626366
93,0.6911073182667181,0.8325158682540191,0.644747853474253,0.9761572906143618
94,0.6937545717391621,0.8292886884379251,0.6461409992180551,0.9771206226254618
95,0.6908634922867256,0.8315399286743573,0.6439119660591109,0.9755213013357115
96,0.6911421505492775,0.8342370422927268,0.6469768866124377,0.9760437822588283
97,0.6935455780427672,0.8286803867123569,0.6460016846644344,0.9760810950717519
98,0.6921522867414261,0.8339850504058104,0.6446085389102525,0.9768268039699682
99,0.6904803371785714,0.8315211443065779,0.6465589429204363,0.9763912414838958
100,0.6937545717391621,0.8321226896124037,0.6450264826333931,0.9766360660782668
101,0.6908634922846494,0.8293976684283336,0.6468375719965385,0.9766637214230346
102,0.6905848340252116,0.8305139576920796,0.6448871680797724,0.9761269882121029
103,0.6908634922851684,0.8327589466461439,0.6447478534950124,0.9774284788515594
104,0.6889477167459543,0.8329145710289493,0.6457230555468132,0.9780025802937788
105,0.6934759134786863,0.8231305141941275,0.6451657972077733,0.9774636929596814
106,0.6914556410881605,0.8325824101370095,0.6457230555364334,0.9777416657242798
107,0.6927096032613397,0.8297866480930741,0.646280313844334,0.9763656313119544
108,0.6907241631564877,0.8296077188028221,0.6460016846955736,0.9763394931051543
109,0.6941028945626807,0.8294344415480808,0.6462803138547137,0.9766240933602253
