epoch,acc,loss,val_acc,val_loss
0,0.32822459855898156,1.7843641866739568,0.38074673474142234,1.6855066048724052
1,0.43195513602058244,1.5203779887669744,0.4725550401713995,1.4353605771370337
2,0.4690863492284649,1.4114608624299627,0.3867372617221005,1.70124897063941
3,0.49893761538401216,1.3398269686401938,0.4973530344442924,1.367246407030971
4,0.5139503291661083,1.2995357077391387,0.539147406882913,1.2692393667608766
5,0.5266292800187956,1.2618138373340324,0.48328226254399226,1.4309655675157493
6,0.5349890278351461,1.2429681717446324,0.5022290448880554,1.2811937968992164
7,0.542443136302874,1.2156593422995345,0.5019504155441558,1.322482814307551
8,0.5522658399846463,1.1924804140853842,0.5633881425032977,1.167079074764466
9,0.558849141385273,1.1770186890769834,0.5685427823470109,1.1495174861080502
10,0.5653976105095687,1.1665914267506061,0.525494578396437,1.3168996663057777
11,0.5711101048462086,1.1548505420864859,0.5600445935693117,1.1864000871439155
12,0.5741056811463235,1.1405712246973732,0.5806631502454312,1.1299600013111106
13,0.5785293810344913,1.131107761475471,0.5677068945166792,1.1677491461728926
14,0.581246299069978,1.1219268328402168,0.5796879480586938,1.119577074925293
15,0.5830227454810304,1.1128473923893873,0.579966577622644,1.129711780144386
16,0.586505973737497,1.1053603557821325,0.5837280709025554,1.1063145621718389
17,0.5905116862328749,1.095569929876789,0.5812204088128254,1.1196231378585424
18,0.5925319586234007,1.090778252394904,0.5884647663380649,1.1074109840831923
19,0.5993939182876175,1.075295026762665,0.582334925127614,1.1022013343474133
20,0.5992545891532272,1.0735975687329997,0.5987740447072639,1.089452463809653
21,0.6016580166519072,1.0624728166237782,0.5872109353243391,1.1262004728140722
22,0.6043401024079488,1.0575466188477094,0.5964056971503952,1.0790175323437627
23,0.6056637291483231,1.0570418697119532,0.6040679986375094,1.0645312842718093
24,0.6143717997881922,1.0420296042394586,0.5873502497637827,1.10322126818265
25,0.6120728691392667,1.041842328056679,0.605043200813867,1.1013160110309856
26,0.6164617367376084,1.0305987499627562,0.5994706175687852,1.0843126959943048
27,0.6134661604385315,1.0359544165186167,0.5925048889847113,1.0964480557337022
28,0.6190741579337214,1.0278584740412613,0.5959877531158622,1.0656877132597142
29,0.6133964958765269,1.02709245144451,0.6015603362571466,1.056497650962104
30,0.6201539586909891,1.018554691982442,0.5972415841088284,1.0985933960638328
31,0.6228012121639521,1.0131450524054924,0.606018402408959,1.0529615291051502
32,0.6218955728168867,1.0108102488913893,0.6118696146990038,1.0545655746805938
33,0.6263541049865758,1.005307702939668,0.6177208263455044,1.0229627820750085
34,0.627329408897203,1.0054873334829566,0.610197839370492,1.0565132812430003
35,0.6289665261806127,0.9987901232742442,0.6101978398064413,1.0571338741721699
36,0.6226618830352714,1.002450835460231,0.6046252565924987,1.085083424779811
37,0.632519418998565,0.9910505050077986,0.5784341169204111,1.1248448700424805
38,0.6301856560681182,0.9937720920163522,0.6049038857204996,1.0487879121073542
39,0.6296283395492427,0.9879922826626719,0.6160490515567394,1.0302971925240816
40,0.6315092828043402,0.9883507583211834,0.6223182074557476,1.0127040162717824
41,0.6331812323703093,0.9795956202545586,0.5991919884823033,1.0665521308902717
42,0.634644188234174,0.9804925467760454,0.6058790879591357,1.0837567231261582
43,0.636838622035421,0.9727500240989371,0.6075508626856223,1.0658256133777493
44,0.6367689574718591,0.9759110482995789,0.6237113529192966,1.0121923921856584
45,0.6342958654101364,0.9722650542285874,0.5998885613749638,1.0919000545527509
46,0.6401476888822045,0.9665825182174357,0.6128448169168804,1.053972032550161
47,0.6402173534473234,0.9676402605432399,0.6182780846637848,1.0330530936539373
48,0.644223065939587,0.9616913075394597,0.6191139717986737,1.04991396352328
49,0.6393465463812604,0.9681316400721154,0.620228488653209,1.027620509523752
50,0.6424466195280157,0.9579789087670969,0.6252438133412764,1.0131881574034383
51,0.6436657494186354,0.9558257889488514,0.6057397731564012,1.0623927378277591
52,0.6444668919195795,0.9555419023277211,0.6210643764005029,1.0464643280056358
53,0.6497962311491032,0.9482770042590676,0.6005851341638269,1.0883221555284286
54,0.6450242084363789,0.9490754845361691,0.6193926014871809,1.0520833604355382
55,0.6521299940785119,0.9471412062044947,0.6184173993108232,1.0383958414941197
56,0.6506670382130901,0.9415836062292315,0.615631107906257,1.0223195631250088
57,0.667839353516988,0.901540125145916,0.6344385751984717,0.9824044523258816
58,0.6727158730753147,0.8848053593384592,0.6377821248071411,0.9842127219328278
59,0.6752934619826397,0.8770289538924715,0.6375034956064819,0.9826802432074662
60,0.6782890382817166,0.8790453744950292,0.6395932142533244,0.9795609316761367
61,0.677453063499251,0.8699646327667814,0.6386180124506375,0.9787868888803215
62,0.6766170887188617,0.8733088146527819,0.6380607541531167,0.985473675751946
63,0.6774878957859629,0.8659422139047833,0.6411256744573295,0.9796573799189131
